affiliation,num_papers,num_authors,is_chinese_affiliation
"MIT, MIT-IBM Watson AI Lab",1,1,False
"MIT, Microsoft",1,1,False
"MIT, NVIDIA",1,1,False
Massachusetts Institute of Technology; NVIDIA,1,1,False
Massachusetts Institute of Technology; Polytechnic University of Catalonia,1,1,False
Massachusetts Institute of Technology; Singapore-MIT Alliance for Research and Technology,1,1,False
"Mercedes-Benz AG, Germany",1,1,False
"Mercedes-Benz AG, Germany; University of Stuttgart, Germany",1,1,False
Meta AI & ETH Zurich,1,1,False
Meta AI & Inria,1,1,False
"Meta AI (FAIR), Georgia Tech",1,1,False
Meta AI (FAIR); New York University,1,1,False
"Meta AI, FAIR",1,7,False
"Meta AI, FAIR; Courant Institute, New York University; Center for Data Science, New York University",1,1,False
"Meta AI, FAIR; Inria, Ecole normale supérieure, CNRS, PSL Research University",1,1,False
"Meta AI, Menlo Park, CA",1,4,False
"Meta AI, Menlo Park, CA, USA; Rice University, Houston, TX, USA",1,1,False
"Meta AI, New York, NY, USA",1,3,False
"Meta AI, Seattle, WA, USA",1,2,False
"Meta AI, Sorbonne Université",1,1,False
"Meta AI, Sunnyvale, CA, USA",1,1,False
"Meta AI, USA; University of Surrey, Guildford, UK",1,1,False
Meta AI; Abridge AI,1,1,False
Meta AI; BAIR (UC Berkeley),1,1,False
"Meta AI; EHESS, ENS-PSL, CNRS, Paris",1,1,False
Meta AI; Emory University,1,1,False
Meta AI; Hong Kong University of Science and Technology,1,1,False
"Meta AI; Inria, Paris",1,3,False
"Mercedes-Benz AG, Germany; Friedrich-Alexander University Erlangen-Nuremberg, Germany",1,2,False
Mentaleap,1,1,False
Meiji University,1,2,False
MentaLeap,1,1,False
MeissonFlow Research; Georgia Tech,1,1,False
Meituan Group,1,2,False
"Meituan Group, Beijing, China; National Engineering Research Center for Software Engineering, Peking University, Beijing, China",1,1,True
Meituan Group; Peking University,1,1,True
"Meituan Inc., China",1,6,True
Meituan LongCat Interaction Team,1,4,False
"Meituan, Shenzhen, China",1,1,True
Meituan; CUHK IMIXR,1,1,False
Meituan; CUHK MMLab,1,2,False
Meituan; Fudan University,1,1,True
Meituan; The Hong Kong University of Science and Technology,1,1,False
Meituan; Tongji University,1,1,True
MemTensor,1,5,False
"MemTensor (Shanghai) Technology Co., Ltd.; Beihang University",1,1,True
"MemTensor (Shanghai) Technology Co., Ltd.; College of Software, Nankai University",1,1,True
"MemTensor (Shanghai) Technology Co., Ltd.; Renmin University of China",1,5,True
"MemTensor (Shanghai) Technology Co., Ltd.; Research Institute of China Telecom",1,1,True
"MemTensor (Shanghai) Technology Co., Ltd.; Shanghai Jiao Tong University",1,1,True
Memories.ai Research,1,3,False
Memory Tensor,1,2,False
Menlo Research; Université Grenoble Alpes,1,1,False
"Meta AI; Inria, Paris; EHESS, ENS-PSL, CNRS, Paris",1,1,False
Meta AI; King Abdullah University of Science and Technology,1,1,False
"Meta AI; LTCI, Télécom Paris, IP Paris",1,1,False
Meta AI; Reka AI,1,1,False
"Meta FAIR; CMAP, Ecole polytechnique",1,1,False
Meta FAIR; ETH Zurich,1,1,False
Meta FAIR; HKUST,1,2,False
Meta FAIR; Johns Hopkins University,1,1,False
Meta FAIR; Sorbonne Université,1,2,False
Meta FAIR; UNC Chapel Hill,1,1,False
"Meta FAIR; Univ Gustave Eiffel, CNRS, LIGM",1,1,False
"Meta FAIR; Univ. Grenoble Alpes, Inria, CNRS, Grenoble INP, LJK",1,1,False
Meta FAIR; University of Amsterdam,1,1,False
Meta FAIR; University of Michigan,1,2,False
Meta FAIR; University of Washington,1,2,False
Meta FAIR; Université Paris-Saclay,1,1,False
Meta Fundamental AI Research,1,1,False
Meta Fundamental AI Research (FAIR),1,10,False
Meta Fundamental AI Research (FAIR); INRIA,1,1,False
Meta Fundamental AI Research (FAIR); Université Paris Saclay,1,1,False
"Meta GenAI, Menlo Park, CA",1,8,False
Meta GenAI; ETH Zurich,1,2,False
Meta GenAI; KAIST,1,1,False
Meta GenAI; National Taiwan University,1,1,False
Meta GenAI; Technical University of Munich; MCML,1,1,False
"Meta FAIR, USA",1,4,False
Meta FAIR CodeGen Team,1,3,False
Meta FAIR & École polytechnique,1,1,False
Meta AI; University of Illinois Urbana-Champaign,1,1,False
Meta AI; Stanford University,1,1,False
Meta AI; Stony Brook University,1,1,False
Meta AI; The Hebrew University of Jerusalem,1,1,False
Meta AI; The University of Texas at Austin,1,1,False
Meta AI; UC Berkeley,1,1,False
"Meta AI; UC, Santa Cruz",1,1,False
Meta AI; UCL,1,1,False
"Meta AI; University of California, Los Angeles",1,1,False
Meta AI; University of Copenhagen,1,1,False
Meta AI; University of Michigan,1,1,False
Meta FAIR & UMD,1,1,False
Meta AI; University of Washington,1,4,False
"Meta AI; Visual Geometry Group, University of Oxford",1,1,False
Meta BizAI; HKU,1,1,False
Meta BizAI; KAUST,1,1,False
Meta BizAI; University of Waterloo,1,1,False
Meta Central Applied Science,1,1,False
"Meta Codec Avatars Lab, Pittsburgh, Pennsylvania, USA.",1,1,False
Meta FAIR & Inria Rennes,1,1,False
Meta FAIR & NYU,1,1,False
MeissonFlow Research,1,5,False
Meiji Gakuin University,1,1,False
Massachusetts Institute of Technology; The NSF Institute for Artificial Intelligence and Fundamental Interactions,1,3,False
"Max Planck Institute for Informatics, Saarland Informatics Campus; Saarbrücken Research Center for Visual Computing, Interaction and AI",1,2,False
Max Planck Institute for Informatics; Peking University,1,1,True
Max Planck Institute for Intelligent Systems - Tubingen,1,6,False
Max Planck Institute for Intelligent Systems - Tubingen; ETH Zurich,1,2,False
Max Planck Institute for Intelligent Systems - Tubingen; University of Cambridge,1,1,False
Max Planck Institute for Intelligent Systems – Tübingen; ETH Zurich; Tübingen AI Center,1,1,False
Max Planck Institute for Intelligent Systems – Tübingen; ETH Zurich; University of Tübingen; Tübingen AI Center,1,1,False
Max Planck Institute for Intelligent Systems – Tübingen; University of Cambridge,1,1,False
"Max Planck Institute for Intelligent Systems, Germany & ETH Zürich, Switzerland",1,1,False
"Max Planck Institute for Intelligent Systems, Germany & University of Cambridge, United Kingdom",1,1,False
"Max Planck Institute for Intelligent Systems, Tubingen",1,1,False
"Max Planck Institute for Intelligent Systems, Tübingen, Germany; ETH Zürich",1,1,False
"Max Planck Institute for Intelligent Systems, Tübingen, Germany; Google DeepMind, London, UK",1,1,False
"Max Planck Institute for Intelligent Systems, Tübingen, Germany; Technical University of Darmstadt",1,1,False
"Max Planck Institute for Intelligent Systems, Tübingen, Germany; Technical University of Darmstadt; Codec Avatars Lab, Meta",1,1,False
"Max Planck Institute for Intelligent Systems, Tübingen; The Chinese University of Hong Kong",1,1,True
"Max Planck Institute for Intelligent Systems, Tübingen; University of Cambridge",1,1,False
Max Planck Institute for Intelligent Systems; ELLIS Institute Tubingen,1,2,False
Max Planck Institute for Intelligent Systems; ELLIS Institute Tubingen; Tubingen AI Center,1,2,False
Max Planck Institute for Intelligent Systems; ETH Zurich,1,1,False
Max Planck Institute for Intelligent Systems; ETH Zürich,1,1,False
Max Planck Institute for Intelligent Systems; Technical University of Darmstadt,1,1,False
"Max Planck Institute for Informatics, Saarland Informatics Campus; University of Freiburg",1,1,False
"Max Planck Institute for Informatics, Saarland Informatics Campus; Saarbrucken Research Center for Visual Computing, Interaction and Artificial Intelligence",1,2,False
Megvii Technology,1,1,True
"Max Planck Institute for Informatics, Saarland Informatics Campus, Germany",1,2,False
Massachusetts Institute of Technology; Yale University,1,1,False
MasterControl AI Research,1,3,False
"Materials Science & Engineering, University of Michigan",1,1,False
"Math AI Lab, University of Washington, Seattle, United States; Department of Applied and Computational Mathematical Sciences, University of Washington, Seattle, United States",1,1,False
"Math AI Lab, University of Washington, Seattle, United States; Department of Computer Science and Engineering, University of Washington, Seattle, United States",1,3,False
"Math AI Lab, University of Washington, Seattle, United States; Department of Computer Science and Engineering, University of Washington, Seattle, United States; Department of Mathematics, University of Washington, Seattle, United States",1,2,False
"Math AI Lab, University of Washington, Seattle, United States; Department of Mathematics, University of Washington, Seattle, United States; Paul G. Allen School of Computer Science and Engineering, University of Washington, Seattle, United States",1,1,False
"Math AI Lab, University of Washington, Seattle, United States; Lake Washington High School, Kirkland, United States",1,1,False
Math Magic,1,1,False
"Math Magic; School of Artificial Intelligence, Beijing Normal University",1,1,True
MathWorks,1,1,False
"Mathematical Institute, University of Oxford",1,3,False
"Mathematical Institute, University of Oxford, Oxford, UK; Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, NL",1,1,False
Maum.AI,1,1,False
"Max Planck Institute for Biological Cybernetics, Tübingen, Germany",1,1,False
"Max Planck Institute for Informatics, Germany",1,1,False
"Max Planck Institute for Informatics, Germany and Saarbrücken Research Center for Visual Computing, Interaction and AI, Germany",1,2,False
"Max Planck Institute for Informatics, Germany and University of Pennsylvania, USA",1,1,False
"Max Planck Institute for Informatics, SIC; ETH Zurich",1,1,False
"Max Planck Institute for Informatics, SIC; Saarland University",1,2,False
"Max Planck Institute for Informatics, Saarbrücken, Germany",1,1,False
Max Planck Institute for Intelligent Systems; The Chinese University of Hong Kong,1,1,True
Max Planck Institute for Intelligent Systems; Tsinghua University; RWTH Aachen University,1,1,True
Max Planck Institute for Intelligent Systems; UC Berkeley,1,1,False
"Max-Planck-Institut für Informatik, Germany",1,1,False
McGill University; ServiceNow Research,1,2,False
McGill University; Université de Montréal; Mila - Quebec Artificial Intelligence Institute; CIFAR AI Chair,1,1,False
McGill; Canada CIFAR AI Chair; Mila,1,1,False
"Mechanical Engineering, Afeka College of Engineering, Tel Aviv, Israel",1,1,False
"Mechanical Systems Control Lab, UC Berkeley, California, USA",1,1,False
"MedVisAI Lab; Lee Kong Chian School of Medicine, Nanyang Technological University",1,4,False
Medeniyet University,1,1,False
"Media Integration and Communication Center (MICC), University of Florence, Italy",1,2,False
"Media Lab, Massachusetts Institute of Technology, Cambridge, USA",1,2,False
MediaTek Inc.; National Yang Ming Chiao Tung University,1,1,False
Medical AI Research Center (MedARC); EleutherAI; Stability AI,1,1,False
"Medical Artificial Intelligence Laboratory, Westlake University",1,2,False
"Medical Image Analysis Lab, School of Computing Science, Simon Fraser University, Canada",1,2,False
"Medical Image Insights, Shanghai, China",1,3,True
"Medical Image Insights, Shanghai, China; University of Washington, Seattle, WA, USA",1,1,True
"Medical Image Insights, Shanghai, China; University of Waterloo, Waterloo, ON, Canada",1,1,True
"Medical Image Insights, Shanghai, China; Xi’an Jiaotong University, Xi’an, China",1,1,True
"Medicinal Chemistry and Bioinformatics Center, School of Medicine, Shanghai Jiao Tong University, Shanghai, China",1,5,True
"Medicinal Chemistry and Bioinformatics Center, School of Medicine, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Protection, Development and Utilization of Medicinal Resources in Liupanshan Area, Ministry of Education, Peptide & Protein Drug Research Center, School of Pharmacy, Ningxia Medical University, Ningxia, China",1,1,True
"Mediterranean Institute of Technology, South Mediterranean University, Tunis, Tunisia; Dracodes, Tunis, Tunisia",1,2,False
"Mediterranean Institute of Technology, South Mediterranean University, Tunis, Tunisia; Dracodes, Tunis, Tunisia; National School of Computer Science, University of Manouba, Manouba, Tunisia",1,1,False
McGill University; ServiceNow,1,1,False
McGill University; Mohamed bin Zayed University of Artificial Intelligence,1,1,False
McGill University; Mila–Quebec AI Institute; ServiceNow Research; Canada CIFAR AI Chair,1,1,False
"McGill University, Mila",1,2,False
"Mayo Clinic, Rochester, MN, USA",1,1,False
Mazzuma,1,1,False
"McConnell Brain Imaging Centre, Montreal Neurological Institute, McGill University",1,1,False
McGill - Mila & Quebec AI Institute,1,1,False
McGill University & MILA; Stanford University,1,1,False
"McGill University MBZUAI, Canada",1,2,False
McGill University and Mila Quebec AI Institute,1,1,False
"McGill University, Canada",1,4,False
"McGill University, MBZUAI, Canada",1,2,False
"McGill University, Mila; ServiceNow Research",1,1,False
McGill University; Mila–Quebec AI Institute; ServiceNow Research,1,2,False
"McGill University, Mila; ServiceNow Research; Facebook CIFAR AI Chair",1,1,False
"McGill University, Montreal, Canada",1,5,False
"McGill University, Montréal",1,1,False
McGill University; MILA - Quebec AI Institute,1,1,False
McGill University; Mila - Quebec Artificial Intelligence Institute,1,1,False
McGill University; Mila - Quebec Artificial Intelligence Institute; CIFAR AI Chair,1,1,False
McGill University; Mila Quebec AI Institute; Canada CIFAR AI Chair; ServiceNow Research,1,1,False
McGill University; Mila Quebec AI Institute; ServiceNow Research; Canada CIFAR AI Chair,1,1,False
McGill University; Mila–Quebec AI Institute,1,1,False
"MBZUAI; Cluster Innovation Center, University of Delhi",1,1,False
MBZUAI; Carnegie Mellon University,1,1,False
MBZUAI; Alexandria University,1,2,False
KuaiShou Inc.,1,2,False
KuaiShou Technology,1,4,False
Kuaishou,1,1,False
"Kuaishou Technology, Shenzhen, China",1,5,True
Kuaishou Technology; National University of Singapore,1,1,False
Kuaishou.Inc,1,2,False
Kumo.AI,1,5,False
Kumo.AI; Max Planck Institute for Informatics,1,1,False
KunByte AI,1,3,False
"Kunlun Inc., Beijing, China",1,5,True
"Kuwait University, Kuwait City, Kuwait",1,1,False
"Kwai Inc., Beijing, China",1,2,True
Kwai Keye,1,13,False
Kyoto University / RIKEN,1,1,False
"Kyoto University, Japan",1,2,False
"Kyoto University, Japan; OMRON SINIC X Corp., Japan",1,1,False
"Kyung Hee University, Seoul, South Korea",1,1,False
"Kyung Hee University, South Korea",1,1,False
"Kyutai, Paris, France.",1,3,False
"L3S Research Center, Leibniz University Hannover; LAION",1,1,False
"L3S Research Center, Leibniz University Hannover; TIB—Leibniz Information Centre for Science and Technology",1,1,False
L3S Research Center; Leibniz University of Hannover,1,1,False
"KuaiShou Inc., Beijing, China",1,8,True
Koç University,1,1,False
"Kling Team, Kuaishou Technology; New Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences (CASIA); School of Artificial Intelligence, University of Chinese Academy of Sciences",1,1,True
Kozminski University and SWPS University,1,1,False
"Kling Team, Kuaishou Technology; Zhejiang University",1,1,True
"Kling, Kuaishou Technology",1,1,False
Klinikum Rechts der Isar,1,8,False
KlusAI Labs,1,2,False
"Knowledgator Engineering LTD, London",1,2,False
"Knowledgator Engineering, Kyiv, Ukraine",1,6,False
"Kolors Team, Kuaishou Technology; South China Normal University",1,1,True
"Komorebi AI, Madrid, Spain",1,1,False
"Komorebi AI. Madrid, Spain.",1,1,False
"KooMap, Huawei",1,1,True
"Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro, Yuseong-gu, Daejeon, 34141, Republic of Korea",1,1,False
"Korea Advanced Institute of Science and Technology (KAIST), South Korea",1,3,False
"Korea Advanced Institute of Science and Technology, Daejeon 34141, South Korea",1,1,False
Korea Electronics Technology Institute,1,1,False
"Korea Electronics Technology Institute, Seongnam-si, Gyeonggi-do, South Korea",1,5,False
Korea Institute for Advanced Study; Google DeepMind,1,1,False
Korea University; AIGEN Sciences; Hanyang University College of Medicine,1,1,False
Korea University; ETH Zürich,1,1,False
Korea University; Modulabs,1,1,False
Korea University; NAVER Cloud,1,2,False
"Kotoba Technologies, Inc.",1,2,False
L3S Research Center; Leibniz University of Hannover; TIB–Leibniz Information Centre for Science & Technology,1,1,False
LAION e.V.,1,2,False
LAION e.V.; Ontocord,1,1,False
LAION e.V.; TU Munich,1,1,False
"LIGM, Ecole des Ponts, IP Paris, CNRS, UGE",1,2,False
"LIGM, Ecole des Ponts, IP Paris, CNRS, UGE; LIX, Ecole Polytechnique, IP Paris",1,1,False
"LIGM, Ecole des Ponts, IP Paris, Univ Gustave Eiffel, CNRS",1,1,False
"LIGM, Ecole des Ponts, Univ Gustave Eiffel",1,2,False
"LIGM, Ecole des Ponts, Univ Gustave Eiffel, CNRS, Marne-la-Valle, France",1,2,False
"LIGM, École Nationale des Ponts et Chaussées, IP Paris, Univ Gustave Eiffel, CNRS, France",1,2,False
"LIGM, École des Ponts, IP Paris, Univ Gustave Eiffel, CNRS",1,1,False
"LIGM, École des Ponts, IP Paris, Univ Gustave Eiffel, CNRS; Inria, École normale supérieure, CNRS, PSL Research University",1,1,False
"LIONS - École Polytechnique Fédérale de Lausanne, Switzerland",1,3,False
"LIRIS - CNRS, INSA Lyon, Universite Claude Bernard Lyon 1",1,2,False
"LIRIS - CNRS, INSA Lyon, Universite Claude Bernard Lyon 1; Esker",1,1,False
"LIT AI Lab, Institute for Machine Learning, JKU Linz, Austria",1,2,False
"LIT AI Lab, Institute for Machine Learning, JKU Linz, Austria; Emmi AI GmbH, Linz, Austria",1,1,False
"LIVIA, ETS Montréal; International Laboratory on Learning Systems (ILLS)",1,1,False
"LIVIA, ETS Montréal; Mila – Quebec AI Institute; International Laboratory on Learning Systems (ILLS)",1,1,False
"LIVIA, ETS Montréal; ServiceNow Research; International Laboratory on Learning Systems (ILLS)",1,1,False
"LIX Ecole Polytechnique, France",1,1,False
"LIX Ecole Polytechnique, France; IRT SystemX, France",1,1,False
"LIX, Ecole Polytechnique, IP Paris",1,1,False
"LIX, École Polytechnique, CNRS, IP Paris, France",1,1,False
"LIX, École Polytechnique, CNRS, IP Paris, France; LIGM, École Nationale des Ponts et Chaussées, IP Paris, Univ Gustave Eiffel, CNRS, France",1,1,False
"LIGM, ENPC, IP Paris, CNRS, UGE; LIX, École Polytechnique, IP Paris; AMIAD",1,1,False
"LIGM, ENPC, IP Paris, CNRS, UGE",1,3,False
"LIGHTSPEED, Singapore",1,1,False
"LARG, SCIR, Harbin Institute of Technology",1,2,True
LAION; Eindhoven University of Technology,1,1,False
"LAION; JSC, FZJ",1,2,False
"LAION; Juelich Supercomputing Center (JSC), Research Center Juelich (FZJ); Open-Ψ (Open-Sci) Collective",1,4,False
"LAION; Juelich Supercomputing Center, Research Center Juelich",1,1,False
LAION; Open-Ψ (Open-Sci) Collective,1,1,False
LAION; Open-Ψ (Open-Sci) Collective; Juelich Supercomputing Center,1,1,False
LAION; Open-Ψ (Open-Sci) Collective; Ontocord.ai,1,1,False
"LAION; Technical University of Munich, Germany",1,1,False
"LARG, Research Center for Social Computing and Interactive Robotics, Harbin Institute of Technology",1,10,True
"LASTIG, Univ Gustave Eiffel, IGN, ENSG, France",1,1,False
"LIESMARS, Wuhan University",1,1,True
"LASTIG, Univ Gustave Eiffel, IGN, ENSG, France; CNES, France; LIGM, Ecole Nationale des Ponts et Chaussees, IP Paris, Univ Gustave Eiffel, CNRS, France",1,1,False
"LASTIG, Univ Gustave Eiffel, IGN, ENSG, France; IGN, France",1,1,False
"LASTIG, Univ Gustave Eiffel, IGN, ENSG, France; LIGM, Ecole Nationale des Ponts et Chaussees, IP Paris, Univ Gustave Eiffel, CNRS, France",1,1,False
LBOX; University of Seoul,1,1,False
LF AI & Data,1,1,False
LG AI Research; University of Illinois at Chicago,1,1,False
LG Electronics,1,1,False
"LG Electronics, Seoul, South Korea",1,2,False
"LIACS, Leiden University; Centrum Wiskunde en Informatica",1,1,False
"Kling Team, Kuaishou Technology; Shanghai Jiao Tong University",1,1,True
"Kling Team, Kuaishou Technology; Nanjing University",1,1,True
"LIX, École Polytechnique, CNRS, IPP",1,2,False
"Karlsruhe Institute of Technology, Karlsruhe, Germany",1,1,False
"Kaunas University of Technology, Faculty of Informatics, Studentų St. 50, Lithuania",1,3,False
"Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK; Cavendish Astrophysics, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",1,1,False
"Keepler Data Tech, Madrid, 28014, Spain",1,1,False
Keio University,1,1,False
"Keio University, Japan",1,1,False
Keio University; Keio AI Research Center,1,2,False
"Kempner Institute and SEAS, Harvard University",1,1,False
Kempner Institute at Harvard University,1,2,False
"Kempner Institute for the Study of Natural & Artificial Intelligence, Harvard University, Cambridge, MA 02138",1,1,False
"Kempner Institute, Harvard University; CSE, UC San Diego",1,1,False
Kennesaw State University,1,1,False
Kensho,1,2,False
Kentauros AI Inc.,1,5,False
Kenyatta University,1,1,False
"Key Lab of HCST (PKU), MOE; SCS, Beijing, China",1,4,True
"Key Lab of HCST (PKU), MOE; SCS, Peking University",1,1,True
"Key Lab of High Confidence Software Technologies (PKU), MoE, China, China and School of Computer Science, Peking University, China",1,4,True
"Key Lab of High Confidence Software Technology (Peking University), MoE, School of Computer Science, Peking University, China",1,10,True
"Key Lab of Intell. Info. Process., ICT, CAS",1,1,False
"Key Lab of Intell. Info. Process., Inst. of Comput. Tech., CAS",1,1,False
"Key Lab of Intell. Info. Process., Inst. of Comput. Tech., CAS; University of Chinese Academy of Sciences",1,3,True
"Katanemo Labs, Inc.",1,4,False
"Karlsruhe Institute of Technology, Germany; Carnegie Mellon University, U.S.",1,1,False
"Kling Team, Kuaishou Technology; HKUST",1,1,False
"Karlsruhe Institute of Technology, Germany",1,3,False
KAIST; University of Tübingen,1,1,False
"KAUST, Saudi Arabia",1,4,False
"KAUST, Thuwal, Saudi Arabia",1,2,False
KAUST; Snap Inc.,1,1,False
KE Holdings Inc.,1,4,False
KHU,1,2,False
KR Labs,1,1,False
KR Labs; TU Wien,1,1,False
"KRAFTON, KAIST",1,1,False
KRAFTON; Georgia Institute of Technology,1,1,False
KRAFTON; KAIST,1,1,False
KRAFTON; Seoul National University,1,1,False
KTH; Silo AI,1,1,False
"KU Leuven, Belgium",1,1,False
"KU Leuven, Blijde Inkomststraat 21, 3000 Leuven, Belgium; Dutch Language Institute, Rapenburg 61, 2311 GJ Leiden, The Netherlands",1,1,False
"KU Leuven, Leuven, Belgium",1,1,False
"Kaggle, Inc.",1,10,False
Kakao,1,3,False
"Kakao Corp., Seongnam-si, Gyeonggi-do, South Korea",1,10,False
"Kansas State University, Manhattan, USA",1,1,False
Karlsruhe Institute of Technology (Germany),1,3,False
"Key Laboratory for Multimedia Information Processing, School of Computer Science, Peking University, PKU-Anker LLM Lab",1,2,True
"Key Laboratory of Child Development and Learning Science of Ministry of Education, School of Biological Sciences and Medical Engineering, Southeast University, Nanjing 210096, China; Center for Machine Vision and Signal Analysis, Faulty of Information Technology and Electrical Engineering, University of Oulu, Oulu, FI-90014, Finland",1,1,True
"Key Laboratory of Computational Linguistics, Ministry of Education, School of Computer Science, Peking University",1,5,True
"Key Laboratory of Image Processing and Intelligent Control, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology; Tongyi Lab, Alibaba Group",1,1,True
Kinetix AI; Tsinghua University,1,1,True
King,1,1,False
King Abdulaziz City for Science and Technology,1,2,False
"King Abdulaziz University, ASAS.AI",1,1,False
"King Abdullah University of Science and Technology (KAUST), Saudi Arabia",1,2,False
"King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; Department of Computer Science, King Khalid University (KKU), Abha, Saudi Arabia",1,1,False
"King Abdullah University of Science and Technology (KAUST); Gaash Lab, National Institute of Technology Srinagar",1,1,False
King Abdullah University of Science and Technology (KAUST); Meta AI Research,1,1,False
"King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",1,1,False
King Abdullah University of Science and Technology; Lanzhou University,1,1,False
"King Abdullah University of Science and Technology; The Swiss AI Lab IDSIA, USI, SUPSI",1,1,False
King Abdullah University of Science and Technology; The University of Sydney,1,1,False
King Fahd University of Petroleum and Minerals,1,1,False
"King Mongkut’s Institute of Technology Ladkrabang, Thailand",1,1,False
King Mongkut’s University of Technology Thonburi,1,1,False
Kings College London,1,1,False
King’s College London and Imperial College London,1,1,False
"King’s College London, CDT in Safe and Trusted AI, UK",1,1,False
King’s College London; Tencent Youtu Lab,1,1,True
Klagenfurt University,1,1,False
"Kling Team, Kuaishou Technology, China",1,4,True
"Kim Jaechul Graduate School of AI; Bio and Brain Engineering, Korea Advanced Institute of Science and Technology (KAIST)",1,1,False
"Kim Jaechul Graduate School of AI, Korea Advanced Institute of Science and Technology (KAIST)",1,1,False
"Khoury College of Computer Sciences, Northeastern University, Boston, MA, USA",1,2,False
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, Xiamen University, Xiamen, Fujian, China",1,4,True
"Key Laboratory of Image Processing and Intelligent Control; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",1,4,True
"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, China; Peng Cheng Laboratory, China; University of Chinese Academy of Sciences, China",1,1,True
"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences (ICT/CAS)",1,9,True
"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",1,2,True
"Key Laboratory of Machine Perception (MOE), School of EECS, Peking University; PKU-SenseTime Machine Vision Joint Lab",1,3,True
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing Ministry of Education of China, Xiamen University",1,8,True
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, 361005, P.R. China; Institute of Artificial Intelligence, Xiamen University, 361005, P.R. China",1,5,True
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, 361005, P.R. China; Peng Cheng Laboratory, Shenzhen, 518000, China",1,1,True
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, Xiamen University, China.",1,3,True
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, China",1,4,True
"Khoury College of Computer Sciences, Northeastern University, Boston, MA 02115.",1,2,False
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, China; Ant Group",1,1,True
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, Nanjing, China; Centre de Recherche en Information Biomédicale Sino-Français (CRIBs); Jiangsu Provincial Joint International Research Laboratory of Medical Information Processing, Nanjing, China",1,2,True
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, Nanjing, China; Centre de Recherche en Information Biomédicale Sino-Français (CRIBs); Jiangsu Provincial Joint International Research Laboratory of Medical Information Processing, Nanjing, China; Department of Biomedical Engineering and Department of Computer and Data Science, Case Western Reserve University, Cleveland, OH 44106 USA",1,1,True
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education; Southeast University",1,6,True
"Key Laboratory of Speech Acoustics and Content Understanding, Institute of Acoustics, Chinese Academy of Sciences, Beijing 100190, China",1,1,True
Khalifa University,1,1,False
"Khoury College of Computer Sciences, Northeastern University, 440 Huntington Ave, #202, Boston, MA 02115 USA",1,3,False
"Khoury College of Computer Sciences, Northeastern University, 440 Huntington Ave, #202, Boston, MA 02115 USA; Network Science Institute, Northeastern University, 177 Huntington Ave, #1010, Boston, MA 02115 USA; Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501 USA",1,1,False
"Khoury College of Computer Sciences, Northeastern University, Boston, MA 02115",1,1,False
"LIX, École Polytechnique, CNRS, IP Paris, France; LIGM, École Nationale des Ponts et Chaussées, IP Paris, Univ Gustave Eiffel, CNRS, France; AMIAD, Pole recherche",1,1,False
"LIX, École Polytechnique, CNRS, Institut Polytechnique de Paris, Palaiseau, France",1,2,False
"MBZUAI; AI4Bharat, Indian Institute of Technology, Madras",1,1,False
"LinkedIn Inc., Sunnyvale, CA",1,4,False
"LinkedIn, Sunnyvale, CA",1,2,False
Linkoping University,1,1,False
Liquid AI,1,1,False
LiteAI China Telecom Guizhou Branch,1,10,True
Litus AI,1,1,False
"Llama Team, AI @ Meta",1,15,False
"Llama Team, AI @ Meta; University of Illinois Urbana-Champaign",1,1,False
Logic Intelligence Technology; BUPT,1,2,False
