affiliation,num_papers
"Chinese University of Hong Kong, Shenzhen",4
SEU,4
MSRA,4
Google DeepMind; University College London,4
SII; SJTU; GAIR,4
Google DeepMind; University of Toronto,4
"State Key Laboratory for Novel Software Technology, Nanjing University; Shanghai AI Lab",4
University of Exeter,4
Cohere for AI Community,4
"Dalian University of Technology, China",4
"Shanghai AI Laboratory, China",4
Ritzz-AI,4
Beijing Institute for General Artificial Intelligence,4
Tsinghua University; NVIDIA,4
Show Lab,4
China Agricultural University,4
Institut Teknologi Bandung,4
Cohere For AI Community,4
Qatar Computing Research Institute,4
Stanford University; Amazon GenAI,4
University of Washington; NVIDIA,4
UR,4
SJTU; GAIR,4
"Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China",4
Beijing Innovation Center of Humanoid Robotics,4
"Department of Computer Science, Brown University",4
"Stanford University, USA; Amazon GenAI, USA",4
Tsinghua University; Infinigence AI,4
"University of Wisconsin, Madison",4
University of Hamburg,4
Cerebras Systems,4
University of Groningen,4
Snowflake,4
"Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China",4
Ben Gurion University,4
The University of HongKong,4
Meituan LongCat Team,4
Google Cloud AI,4
"Department of Artificial Intelligence, Yonsei University",4
Indiana University,4
Shanda AI Research Tokyo,4
"San Francisco, CA",4
Rensselaer Polytechnic Institute,4
"ReLER Lab, CCAI, Zhejiang University",4
HKUST; HKUST(GZ),4
Max Planck Institute for Intelligent Systems; ELLIS Institute Tübingen; Tübingen AI Center,4
"MIT-IBM Watson AI Lab, IBM Research",4
Google DeepMind; Brown University,4
Li Auto,4
"University of Oxford, UK",4
"Institute of Information Engineering, Chinese Academy of Sciences",4
University of Oslo,4
Microsoft Research Asia; Shanghai Jiao Tong University,4
"University of Alberta, Canada",4
"Peking University, Shenzhen Graduate School; Rabbitpre AI",4
Mila - Quebec AI Institute; McGill University,4
Salesforce,4
"University of Science and Technology of China, China",4
Peking University; BeingBeyond,4
"Max Planck Institute for Intelligent Systems, Tübingen",4
The University of Queensland,4
"Max Planck Institute for Informatics, SIC",4
UCAS; QuantaAlpha,4
MIT; Tsinghua University,4
"Max Planck Institute for Informatics, Saarland Informatics Campus",4
The University of Melbourne,4
ByteDance Seed; Stanford University,4
ByteDance Seed; Shanghai Jiao Tong University,4
Peking University; Peng Cheng Laboratory,4
Galbot,4
"The University of Tokyo, Japan",4
Samsung Research,4
Microsoft Semantic Machines,4
Squirrel Ai Learning,4
UCL,4
Bytedance Intelligent Creation,4
MMLab @ CUHK,4
The University of Texas at Dallas,4
"University of Surrey, UK",4
DeepLang AI,4
Skoltech; HSE University,4
LightOn,4
University of California Berkeley,4
Google DeepMind; University of Alberta,4
University of Maryland College Park,4
HIT,4
"Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",4
Lossfunk,4
Institute of Science and Technology Austria,4
Ubiquant,4
Sber AI,4
LLM-Core Xiaomi,4
SYSU,4
Stanford University; Google Research,4
"Tsinghua Shenzhen International Graduate School, Tsinghua University, China",4
UMD,4
"College of Intelligence and Computing, Tianjin University, Tianjin, China",4
"Manipal University Jaipur, India",4
"Center for Research in Computer Vision, University of Central Florida",4
Meta Superintelligence Labs; New York University,4
"Robotics Institute, Carnegie Mellon University",4
SUTD,4
MediaTek Inc.,4
Tohoku University,4
"Institute for Interdisciplinary Information Sciences, Tsinghua University",4
University of Toronto & Vector Institute,4
Google Research; The Hebrew University of Jerusalem,4
"Microsoft Research Asia, Beijing, China",4
CUHKSZ,4
"Google DeepMind, Mountain View, CA, USA",4
University of Basel,4
Boston University; Runway,4
"School of Software, Tsinghua University",4
"Paul G. Allen School of Computer Science & Engineering, University of Washington; Allen Institute for Artificial Intelligence",4
"University of Massachusetts, Amherst",4
"DBMI, HMS, Harvard University",4
University of Michigan; LG AI Research,4
Saarland University,4
"Columbia University, USA",4
"Columbia University, New York, NY, USA",4
"University of Trento, Trento, Italy",4
University of Melbourne,4
"MiLM Plus, Xiaomi Inc.",4
"Department of Computer Sciences, University of Wisconsin-Madison",4
TCS Research,4
Sea AI Lab; NUS,4
"INSAIT, Sofia University ""St. Kliment Ohridski""",4
"Adobe, USA",4
Noah’s Ark Lab,4
ISTA & Red Hat AI,4
Nanjing University; Shanghai Artificial Intelligence Laboratory,4
Technical University of Denmark,4
AIRI; HSE University,4
"EPIC Lab, SJTU",4
Shanghai Innovation Institute; Zhejiang University,4
Korea Advanced Institute of Science and Technology (KAIST),4
Kaggle,4
Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),4
IIT Madras,4
Hong Kong University of Science and Technology; Shanghai Artificial Intelligence Laboratory,4
AIRI; Sber AI; ISP RAS Research Center for Trusted AI,4
"Tencent AI Lab, Shenzhen, China",4
"KTH Royal Institute of Technology, Stockholm, Sweden",4
IIT Delhi,4
AIWaves Inc.,4
"Johns Hopkins University, Baltimore, MD, USA",4
NetMind.AI,4
Xiaomi,4
Xiaomi Corporation,4
BJTU,4
Apple AI/ML,4
AIRI,4
"Zhejiang University; School of Engineering, Westlake University",4
Zhipu.AI,4
"FAIR Team, Meta",4
Taobao & Tmall Group of Alibaba,4
"INSAIT, Sofia University “St. Kliment Ohridski”",4
"Amazon AI, USA",4
AI Sequrity Company,4
"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences (ICT/CAS); Key Laboratory of AI Safety, Chinese Academy of Sciences; University of Chinese Academy of Sciences, Beijing, China",4
Tencent Robotics X,4
"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences (ICT/CAS); University of Chinese Academy of Sciences, Beijing, China",4
"School of Computer Science, Shanghai Jiao Tong University; Shanghai Innovation Institute",4
Zhejiang University; Zhejiang University of Technology,4
"VAST, China",4
IIIT Hyderabad,4
AI2,4
AI21 Labs,4
NTU Singapore,4
"Amap, Alibaba Group",4
Nankai University; Shanghai Innovation Institute,4
"School of Computer Science, Shanghai Jiao Tong University",4
"National Yang Ming Chiao Tung University, Hsinchu, Taiwan",4
Waymo,4
"IIT Kharagpur, India",4
Zhejiang University of Technology,4
"The CoAI Group, Tsinghua University",4
"School of Computer Science and Technology, Beijing Jiaotong University",4
"Huawei Technologies Co., Ltd",4
Eleuther AI,4
Alibaba DAMO Academy,4
ETH Zurich; Stanford University,4
Technology Innovation Institute,4
"Hong Kong University of Science and Technology (Guangzhou), China",4
StepFun; Tsinghua University,4
"Dept. of Electrical and Computer Engineering, Seoul National University, Republic of Korea",4
"School of Artificial Intelligence, University of Chinese Academy of Sciences; MAIS, Institute of Automation, Chinese Academy of Sciences",4
"Dept. of Electrical and Computer Engineering; INMC & IPAI, Seoul National University, Republic of Korea",4
Yale University; Allen Institute for AI,4
Huggingface,4
KAIST; AITRICS,4
Ecole Polytechnique,4
TeleAI,4
"Adobe Research, San Jose, CA, USA",4
NVIDIA; Carnegie Mellon University,4
KAIST; RLWRLD,4
NVIDIA; HKU,4
"School of EIC, Huazhong University of Science and Technology",4
East China Normal University; The Chinese University of Hong Kong,4
York University,4
International Digital Economy Academy,4
NVIDIA; University of Toronto,4
ZJU; Ant Group,4
"The Chinese University of Hong Kong, Hong Kong",4
Netmind.AI,4
"Tencent AI Lab, Seattle",4
"VNU University of Science, Vietnam; Knovel Engineering Lab, Singapore",4
Avolution AI,4
Huawei Research,4
HuggingFace,4
"School of Computer Science, Fudan University; Shanghai Innovation Institute",4
HiThink Research,4
OpenBMB,4
Autodesk Research,4
"NYU Shanghai; Center for Data Science, New York University",4
NYU Shanghai,4
AWS AI,4
Vector Institute,4
"Alibaba Group, China",4
"NVIDIA, CA, USA",4
New Jersey Institute of Technology,4
"Kim Jaechul Graduate School of AI, KAIST",4
"Sun Yat-sen University, China",4
"The Chinese University of Hong Kong, Hong Kong, China",4
"The Chinese University of Hong Kong, Hong Kong SAR",4
Karlsruhe Institute of Technology,4
Nanjing University; University of Chinese Academy of Sciences,4
"School of Computer Science and Technology, Soochow University",4
"Writer, Inc.",4
IDEA Research,4
JetBrains Research,4
"Kuaishou Technology, China",4
Swiss Federal Institute of Technology Lausanne (EPFL),4
Baidu VIS,4
Tencent Hunyuan Research,4
Zoom Video Communications,4
"FPT Software AI Center, Viet Nam",4
TU Wien,4
Fudan University; Generative AI Research Lab (GAIR),4
"FAIR, Meta; New York University",4
Université de Montréal & Mila,4
"School of Computer Science and Engineering, Northeastern University, Shenyang, China",4
"The Fin AI, USA",4
"ELLIS Unit, LIT AI Lab, Institute for Machine Learning, JKU Linz, Austria",4
"School of Computing, KAIST",4
"National Taiwan University, Taiwan",4
Shenzhen Research Institute of Big Data,4
"School of Computer Science, University of Sheffield, United Kingdom",4
Shanghai University,4
"Ant Group, China",4
NEC Labs America,4
Kyutai,4
"FLAIR, University of Oxford",4
Hebrew University,4
"School of Computing, National University of Singapore",4
xAI,4
Beihang University; Shanghai AI Laboratory,4
"NJU-LINK Team, Nanjing University",4
Nanyang Technological University; Shanghai Artificial Intelligence Laboratory,4
Shanghai Qi Zhi Institute; Shanghai Jiao Tong University,4
"Westlake University, China",4
Shanghai University of Engineering Science,4
"Shanghai Qiji Zhifeng Co., Ltd.",4
FAR AI,4
"National Engineering Research Center for Software Engineering, Peking University",4
Nanyang Technological University; National University of Singapore,4
"School of Computer Science and Engineering, The Hebrew University of Jerusalem",4
Bar-Ilan University; Allen Institute for AI,4
Oracle AI,4
Shanghai Artificial Intelligence Laboratory; Tongji University,4
"School of Informatics, University of Edinburgh",4
"FAIR Team, Meta; The Hebrew University of Jerusalem",4
Shanghai Artificial Intelligence Laboratory; Beihang University,4
"The Conversational Artificial Intelligence (CoAI) Group, Tsinghua University",4
Tongji University; Shanghai Artificial Intelligence Laboratory,3
University of Haifa,3
"MAIS, Institute of Automation",3
Tsinghua University; ByteDance,3
"Northeastern University, Seattle, WA, USA",3
"Northeastern University, Shenyang, China",3
Tsinghua University; DeepLang AI,3
"Professorship of Autonomous Vehicle Systems, TUM School of Engineering and Design, Technical University of Munich, 85748 Garching, Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI)",3
"M42, Abu Dhabi, UAE",3
Shanghai AI Laboratory; Tongji University,3
KT,3
Canyon Crest Academy,3
Alibaba Group; Shanghai Jiao Tong University,3
Princeton University; Together AI,3
University of Milano-Bicocca,3
Huawei Technologies Canada,3
KT Corporation,3
"University of Helsinki, Finland",3
NVIDIA Research; Stanford University,3
ETH Zurich; Google,3
Tsinghua University; Beijing Academy of Artificial Intelligence,3
"Meta Platforms, Inc., USA",3
"Shanghai Key Laboratory of Data Science, College of Computer Science and Artificial Intelligence, Fudan University",3
"Tsinghua University, Shenzhen, China",3
"NLP Group, DCST, IAI, BNRIST, Tsinghua University, Beijing, China",3
Centre for the Governance of AI,3
Xi’an Jiaotong-Liverpool University,3
"Tencent AI Lab, Bellevue",3
SII; GAIR,3
"NVIDIA, USA",3
"School of Computer Science and Technology, Beijing Jiaotong University, Beijing, China",3
"Huawei, China",3
MATS,3
Pika Labs,3
NVIDIA; Boston University,3
"University of Montreal, Canada",3
NVIDIA; Caltech,3
"Ping An Technology (Shenzhen) Co., Ltd.",3
"Tongji University, Shanghai, China",3
"Government Technology Agency, Singapore",3
"QUVA Lab, University of Amsterdam",3
"Advanced Micro Devices, Inc. (AMD)",3
Advanced Micro Devices,3
Adobe; UCLA,3
"University of Copenhagen, Denmark",3
"Tsinghua University; Kolors Team, Kuaishou Technology",3
Shanghai AI Laboratory; The Chinese University of Hong Kong; CPII under InnoHK,3
"School of Computer Science and Engineering, Nanyang Technological University, Singapore",3
"Statistics Program, KAUST",3
Shanghai Qi Zhi Institute,3
ETH Zurich; Microsoft,3
"NVIDIA, Israel",3
"Skywork AI, Kunlun Inc",3
Shanghai Jiao Tong University; Shanghai AI Lab,3
"MAIS, Institute of Automation, Chinese Academy of Sciences, China; School of Artificial Intelligence, University of Chinese Academy of Sciences, China",3
HKUST (GZ); HKUST,3
Character AI,3
"Shanghai Jiao Tong University; OpenGVLab, Shanghai AI Laboratory",3
"Department of Computer Science, University of Illinois at Urbana-Champaign",3
"Graduate School of AI, KAIST",3
Shanghai Jiao Tong University; SII,3
"School of Software Technology, Zhejiang University",3
University of Freiburg,3
NKU,3
"Tsinghua University; Kling Team, Kuaishou Technology",3
"Centre for Digital Music, Queen Mary University of London, London, UK",3
"Shanghai Jiaotong University, Shanghai, China",3
"Department of Computer Science, University of Copenhagen, Copenhagen, Denmark",3
Politecnico di Torino,3
Ludwig Maximilian University of Munich,3
"Department of Computer Science, Tsinghua University",3
Georgetown University,3
"NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences; University of Chinese Academy of Sciences",3
Tencent AI Lab; University of Virginia,3
"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",3
"Inria, École normale supérieure, CNRS, PSL Research University",3
Tsinghua,3
Snap Inc.; KAUST,3
Shanghai Jiaotong University; Shanghai Artificial Intelligence Laboratory,3
"Department of Computer Science, Rutgers University",3
SmartMore; HKUST,3
